concept_id,concept_code,concept_name,vocabulary_id,category,variable,domain
40136854,669982,glyburide Oral Tablet [Glyburase],RX,second_line_rx,second_line_rx,prescribing
40168368,881407,glyburide 1.5 MG Oral Tablet [Glynase],RX,second_line_rx,second_line_rx,prescribing
40168370,881409,glyburide 3 MG Oral Tablet [Glynase],RX,second_line_rx,second_line_rx,prescribing
40168374,881411,glyburide 6 MG Oral Tablet [Glynase],RX,second_line_rx,second_line_rx,prescribing
40168376,881406,glyburide Oral Tablet [Glynase],RX,second_line_rx,second_line_rx,prescribing
1366238,197743,guanabenz 4 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
1366239,197744,guanabenz 8 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
19032227,206387,guanabenz 4 MG Oral Tablet [Wytensin],RX,second_line_rx,second_line_rx,prescribing
19032229,206389,guanabenz 8 MG Oral Tablet [Wytensin],RX,second_line_rx,second_line_rx,prescribing
19077899,310661,guanabenz 16 MG Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40044725,372364,guanabenz Oral Tablet,RX,second_line_rx,second_line_rx,prescribing
40044726,368919,guanabenz Oral Tablet [Wytensin],RX,second_line_rx,second_line_rx,prescribing
1567201,351297,"insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
19133793,833159,"insulin aspart protamine, human 50 UNT/ML / insulin aspart, human 50 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
40051007,379056,"insulin aspart protamine, human / insulin aspart, human Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
40184291,977841,"insulin aspart protamine, human / insulin aspart, human Injectable Suspension [NovoLog Mix]",RX,second_line_rx,second_line_rx,prescribing
40184293,977842,"insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Injectable Suspension [NovoLog Mix]",RX,second_line_rx,second_line_rx,prescribing
1567234,847191,"3 ML insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
40176981,977840,"3 ML insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Pen Injector [NovoLog Mix]",RX,second_line_rx,second_line_rx,prescribing
42902356,1359469,"insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
42903270,1360383,"insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Pen Injector [NovoLog Mix]",RX,second_line_rx,second_line_rx,prescribing
46234052,1653207,"insulin aspart protamine, human / insulin aspart, human Pen Injector",RX,second_line_rx,second_line_rx,prescribing
46234053,1653209,"insulin aspart protamine, human / insulin aspart, human Pen Injector [NovoLog Mix]",RX,second_line_rx,second_line_rx,prescribing
793407,1994309,"insulin aspart, human / insulin degludec Pen Injector",RX,second_line_rx,second_line_rx,prescribing
793408,1994311,"3 ML insulin aspart, human 30 UNT/ML / insulin degludec 70 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
793411,1994314,"insulin aspart, human / insulin degludec Pen Injector [Ryzodeg]",RX,second_line_rx,second_line_rx,prescribing
793413,1994316,"3 ML insulin aspart, human 30 UNT/ML / insulin degludec 70 UNT/ML Pen Injector [Ryzodeg]",RX,second_line_rx,second_line_rx,prescribing
793498,1994317,"insulin aspart, human 30 UNT/ML / insulin degludec 70 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
793499,1994318,"insulin aspart, human 30 UNT/ML / insulin degludec 70 UNT/ML Pen Injector [Ryzodeg]",RX,second_line_rx,second_line_rx,prescribing
37497350,2205453,"insulin aspart, human Cartridge [Fiasp]",RX,second_line_rx,second_line_rx,prescribing
37497351,2205455,"insulin aspart, human 100 UNT/ML Cartridge [Fiasp]",RX,second_line_rx,second_line_rx,prescribing
37499740,2205454,"3 ML insulin aspart, human 100 UNT/ML Cartridge [Fiasp]",RX,second_line_rx,second_line_rx,prescribing
46234040,1653195,"insulin aspart, human Cartridge",RX,second_line_rx,second_line_rx,prescribing
46234041,1653196,"3 ML insulin aspart, human 100 UNT/ML Cartridge",RX,second_line_rx,second_line_rx,prescribing
46234042,1653197,"insulin aspart, human Cartridge [NovoLog]",RX,second_line_rx,second_line_rx,prescribing
46234043,1653198,"3 ML insulin aspart, human 100 UNT/ML Cartridge [NovoLog]",RX,second_line_rx,second_line_rx,prescribing
46234044,1653199,"insulin aspart, human 100 UNT/ML Cartridge",RX,second_line_rx,second_line_rx,prescribing
46234045,1653200,"insulin aspart, human 100 UNT/ML Cartridge [NovoLog]",RX,second_line_rx,second_line_rx,prescribing
792693,1986352,"insulin aspart, human Injectable Solution [Fiasp]",RX,second_line_rx,second_line_rx,prescribing
792695,1986354,"insulin aspart, human 100 UNT/ML Injectable Solution [Fiasp]",RX,second_line_rx,second_line_rx,prescribing
1567232,351926,"insulin aspart, human 100 UNT/ML Injectable Solution [NovoLog]",RX,second_line_rx,second_line_rx,prescribing
19078558,311040,"insulin aspart, human 100 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40051314,378914,"insulin aspart, human Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40051316,363534,"insulin aspart, human Injectable Solution [NovoLog]",RX,second_line_rx,second_line_rx,prescribing
792696,1986355,"insulin aspart, human Pen Injector [Fiasp]",RX,second_line_rx,second_line_rx,prescribing
792697,1986356,"3 ML insulin aspart, human 100 UNT/ML Pen Injector [Fiasp]",RX,second_line_rx,second_line_rx,prescribing
792698,1986357,"insulin aspart, human 100 UNT/ML Pen Injector [Fiasp]",RX,second_line_rx,second_line_rx,prescribing
46234046,1653201,"insulin aspart, human Pen Injector",RX,second_line_rx,second_line_rx,prescribing
46234047,1653202,"3 ML insulin aspart, human 100 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
46234048,1653203,"insulin aspart, human Pen Injector [NovoLog]",RX,second_line_rx,second_line_rx,prescribing
46234049,1653204,"3 ML insulin aspart, human 100 UNT/ML Pen Injector [NovoLog]",RX,second_line_rx,second_line_rx,prescribing
46234050,1653205,"insulin aspart, human 100 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
46234051,1653206,"insulin aspart, human 100 UNT/ML Pen Injector [NovoLog]",RX,second_line_rx,second_line_rx,prescribing
1718705,1860166,insulin degludec / liraglutide Pen Injector,RX,second_line_rx,second_line_rx,prescribing
1718706,1860167,3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
1718709,1860170,insulin degludec / liraglutide Pen Injector [Xultophy],RX,second_line_rx,second_line_rx,prescribing
1718711,1860172,3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector [Xultophy],RX,second_line_rx,second_line_rx,prescribing
1718712,1860173,insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
1718713,1860174,insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector [Xultophy],RX,second_line_rx,second_line_rx,prescribing
1356056,2107519,insulin degludec Injectable Solution,RX,second_line_rx,second_line_rx,prescribing
1356057,2107520,insulin degludec 100 UNT/ML Injectable Solution,RX,second_line_rx,second_line_rx,prescribing
1356058,2107521,insulin degludec Injectable Solution [Tresiba],RX,second_line_rx,second_line_rx,prescribing
1356059,2107522,insulin degludec 100 UNT/ML Injectable Solution [Tresiba],RX,second_line_rx,second_line_rx,prescribing
35602719,1670010,insulin degludec Pen Injector,RX,second_line_rx,second_line_rx,prescribing
35602720,1670011,3 ML insulin degludec 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
35602723,1670014,insulin degludec Pen Injector [Tresiba],RX,second_line_rx,second_line_rx,prescribing
35602724,1670016,3 ML insulin degludec 100 UNT/ML Pen Injector [Tresiba],RX,second_line_rx,second_line_rx,prescribing
35602725,1670017,insulin degludec 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
35602726,1670018,insulin degludec 100 UNT/ML Pen Injector [Tresiba],RX,second_line_rx,second_line_rx,prescribing
35602729,1670021,3 ML insulin degludec 200 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
35602731,1670023,3 ML insulin degludec 200 UNT/ML Pen Injector [Tresiba],RX,second_line_rx,second_line_rx,prescribing
35602732,1670024,insulin degludec 200 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
35602733,1670025,insulin degludec 200 UNT/ML Pen Injector [Tresiba],RX,second_line_rx,second_line_rx,prescribing
1516978,484322,insulin detemir 100 UNT/ML Injectable Solution,RX,second_line_rx,second_line_rx,prescribing
1516979,616238,insulin detemir 100 UNT/ML Injectable Solution [Levemir],RX,second_line_rx,second_line_rx,prescribing
40056632,484321,insulin detemir Injectable Solution,RX,second_line_rx,second_line_rx,prescribing
40130712,616237,insulin detemir Injectable Solution [Levemir],RX,second_line_rx,second_line_rx,prescribing
1516980,847239,3 ML insulin detemir 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
1516981,847241,3 ML insulin detemir 100 UNT/ML Pen Injector [Levemir],RX,second_line_rx,second_line_rx,prescribing
42902821,1359934,insulin detemir 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
42903168,1360281,insulin detemir 100 UNT/ML Pen Injector [Levemir],RX,second_line_rx,second_line_rx,prescribing
46234190,1654190,insulin detemir Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46234191,1654192,insulin detemir Pen Injector [Levemir],RX,second_line_rx,second_line_rx,prescribing
1718598,1858993,insulin glargine / lixisenatide Pen Injector,RX,second_line_rx,second_line_rx,prescribing
1718599,1858995,3 ML insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
1718602,1858998,insulin glargine / lixisenatide Pen Injector [Soliqua],RX,second_line_rx,second_line_rx,prescribing
1718604,1859000,3 ML insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Pen Injector [Soliqua],RX,second_line_rx,second_line_rx,prescribing
1718605,1859001,insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
1718606,1859002,insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Pen Injector [Soliqua],RX,second_line_rx,second_line_rx,prescribing
701385,2563976,insulin glargine-yfgn 100 UNT/ML Injectable Solution,RX,second_line_rx,second_line_rx,prescribing
701386,2563977,insulin glargine-yfgn 100 UNT/ML Injectable Solution [Semglee],RX,second_line_rx,second_line_rx,prescribing
1146283,2377132,insulin glargine Injectable Solution [Semglee],RX,second_line_rx,second_line_rx,prescribing
1146285,2377134,insulin glargine 100 UNT/ML Injectable Solution [Semglee],RX,second_line_rx,second_line_rx,prescribing
19071700,285018,insulin glargine 100 UNT/ML Injectable Solution [Lantus],RX,second_line_rx,second_line_rx,prescribing
19078559,311041,insulin glargine 100 UNT/ML Injectable Solution,RX,second_line_rx,second_line_rx,prescribing
40051347,378864,insulin glargine Injectable Solution,RX,second_line_rx,second_line_rx,prescribing
40051348,362585,insulin glargine Injectable Solution [Lantus],RX,second_line_rx,second_line_rx,prescribing
701383,2563974,insulin glargine-yfgn 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
701384,2563975,insulin glargine-yfgn 100 UNT/ML Pen Injector [Semglee],RX,second_line_rx,second_line_rx,prescribing
702583,2563971,3 ML insulin glargine-yfgn 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
702584,2563973,3 ML insulin glargine-yfgn 100 UNT/ML Pen Injector [Semglee],RX,second_line_rx,second_line_rx,prescribing
1146286,2377230,insulin glargine Pen Injector [Semglee],RX,second_line_rx,second_line_rx,prescribing
1146287,2377232,insulin glargine 100 UNT/ML Pen Injector [Semglee],RX,second_line_rx,second_line_rx,prescribing
1146756,2377231,3 ML insulin glargine 100 UNT/ML Pen Injector [Semglee],RX,second_line_rx,second_line_rx,prescribing
1502910,847232,3 ML insulin glargine 100 UNT/ML Pen Injector [Lantus],RX,second_line_rx,second_line_rx,prescribing
1758673,2589009,insulin glargine-aglr 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
1758677,2589013,insulin glargine Pen Injector [Rezvoglar],RX,second_line_rx,second_line_rx,prescribing
1758678,2589015,insulin glargine-aglr 100 UNT/ML Pen Injector [Rezvoglar],RX,second_line_rx,second_line_rx,prescribing
1759242,2589008,3 ML insulin glargine-aglr 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
1759243,2589014,3 ML insulin glargine-aglr 100 UNT/ML Pen Injector [Rezvoglar],RX,second_line_rx,second_line_rx,prescribing
19135276,847230,3 ML insulin glargine 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
35604093,1736861,insulin glargine Pen Injector [Basaglar],RX,second_line_rx,second_line_rx,prescribing
35604094,1736863,3 ML insulin glargine 100 UNT/ML Pen Injector [Basaglar],RX,second_line_rx,second_line_rx,prescribing
35604095,1736864,insulin glargine 100 UNT/ML Pen Injector [Basaglar],RX,second_line_rx,second_line_rx,prescribing
37498226,2268064,Sensor 3 ML insulin glargine 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
37498227,2268065,Sensor 3 ML insulin glargine 100 UNT/ML Pen Injector [Basaglar],RX,second_line_rx,second_line_rx,prescribing
42544059,2002419,3 ML insulin glargine 300 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
42544060,2002420,3 ML insulin glargine 300 UNT/ML Pen Injector [Toujeo],RX,second_line_rx,second_line_rx,prescribing
42902742,1359855,insulin glargine 100 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
42902743,1359856,insulin glargine 100 UNT/ML Pen Injector [Lantus],RX,second_line_rx,second_line_rx,prescribing
46221553,1604539,1.5 ML insulin glargine 300 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46221557,1604544,1.5 ML insulin glargine 300 UNT/ML Pen Injector [Toujeo],RX,second_line_rx,second_line_rx,prescribing
46221558,1604545,insulin glargine 300 UNT/ML Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46221559,1604546,insulin glargine 300 UNT/ML Pen Injector [Toujeo],RX,second_line_rx,second_line_rx,prescribing
46234097,1653497,insulin glargine Pen Injector,RX,second_line_rx,second_line_rx,prescribing
46234098,1653499,insulin glargine Pen Injector [Lantus],RX,second_line_rx,second_line_rx,prescribing
46234099,1653506,insulin glargine Pen Injector [Toujeo],RX,second_line_rx,second_line_rx,prescribing
19112791,485210,"insulin glulisine, human 100 UNT/ML Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
19131582,803194,"insulin glulisine, human 100 UNT/ML Injectable Solution [Apidra]",RX,second_line_rx,second_line_rx,prescribing
40051353,485209,"insulin glulisine, human Injectable Solution",RX,second_line_rx,second_line_rx,prescribing
40153110,803193,"insulin glulisine, human Injectable Solution [Apidra]",RX,second_line_rx,second_line_rx,prescribing
1544872,847259,"3 ML insulin glulisine, human 100 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
1544873,847261,"3 ML insulin glulisine, human 100 UNT/ML Pen Injector [Apidra]",RX,second_line_rx,second_line_rx,prescribing
42902371,1359484,"insulin glulisine, human 100 UNT/ML Pen Injector [Apidra]",RX,second_line_rx,second_line_rx,prescribing
42902468,1359581,"insulin glulisine, human 100 UNT/ML Pen Injector",RX,second_line_rx,second_line_rx,prescribing
46233875,1651313,"insulin glulisine, human Pen Injector",RX,second_line_rx,second_line_rx,prescribing
46233876,1651315,"insulin glulisine, human Pen Injector [Apidra]",RX,second_line_rx,second_line_rx,prescribing
1356260,2108564,"insulin human, rDNA origin Inhalation Powder",RX,second_line_rx,second_line_rx,prescribing
1356262,2108567,"insulin human, rDNA origin Inhalation Powder [Exubera]",RX,second_line_rx,second_line_rx,prescribing
19129437,763013,"insulin human, rDNA origin 1 MG Inhalation Powder",RX,second_line_rx,second_line_rx,prescribing
19129438,763014,"insulin human, rDNA origin 3 MG Inhalation Powder",RX,second_line_rx,second_line_rx,prescribing
19129439,763015,"{90 (insulin human, rDNA origin 1 MG Inhalation Powder) / 90 (insulin human, rDNA origin 3 MG Inhalation Powder) } Pack",RX,second_line_rx,second_line_rx,prescribing
19129440,763017,"insulin human, rDNA origin 1 MG Inhalation Powder [Exubera]",RX,second_line_rx,second_line_rx,prescribing
19129441,763018,"insulin human, rDNA origin 3 MG Inhalation Powder [Exubera]",RX,second_line_rx,second_line_rx,prescribing
19129442,763019,"{90 (insulin human, rDNA origin 1 MG Inhalation Powder [Exubera]) / 90 (insulin human, rDNA origin 3 MG Inhalation Powder [Exubera]) } Pack [Exubera Combination Pack 12]",RX,second_line_rx,second_line_rx,prescribing
19129443,763020,"{180 (insulin human, rDNA origin 1 MG Inhalation Powder) / 90 (insulin human, rDNA origin 3 MG Inhalation Powder) } Pack",RX,second_line_rx,second_line_rx,prescribing
19129469,763080,"{180 (insulin human, rDNA origin 1 MG Inhalation Powder [Exubera]) / 90 (insulin human, rDNA origin 3 MG Inhalation Powder [Exubera]) } Pack [Exubera Kit]",RX,second_line_rx,second_line_rx,prescribing
1596916,213442,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Novolin]",RX,second_line_rx,second_line_rx,prescribing
1596917,245264,"insulin isophane, human 85 UNT/ML / insulin, regular, human 15 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
1596918,245265,"insulin isophane, human 50 UNT/ML / insulin, regular, human 50 UNT/ML Injectable Suspension",RX,second_line_rx,second_line_rx,prescribing
